gene_symbol	ICM_1_FPKM	ICM_2_FPKM	ICM_3_FPKM	TE_1_FPKM	TE_2_FPKM	TE_3_FPKM
GRK7	0.0	0.243439	0.0	0.0	0.0	0.381871
ATP1B3	162.162872	136.251663	170.312347	146.334808	18.753864	42.097805
TFDP2	2.619127	0.0	3.855274	1.623821	0.0	0.035291
GK5	0.0	0.0	0.0	1.545337	0.0	0.0
XRN1	2.071243	0.0	0.0	0.0	0.0	0.0
ATR	2.480975	1.84393	2.51281	2.011554	0.285461	0.396815
PLS1	0.0	0.0	0.0	0.0	0.0	0.0
TRPC1	0.275718	0.0	0.0	0.302968	0.088631	0.0
PCOLCE2	0.634179	0.0	0.0	0.057181	0.0	0.0
LOC100507389	0.0	0.0	0.0	0.0	0.0	0.0
PAQR9	0.0	0.0	0.0	0.0	0.0	0.0
LOC100289361	2.118001	1.191398	0.0	0.728879	1.310493	0.5189
U2SURP	30.96307	14.506189	11.766891	20.218472	3.060102	6.291702
CHST2	12.919487	19.895096	13.180587	4.974258	3.118342	3.09944
SLC9A9	0.0	0.0	0.0	0.0	0.0	0.0
C3orf58	2.634201	0.391384	0.075034	1.006334	0.188347	0.40144
PLOD2	1.328533	0.0	0.0	0.0	0.0	0.0
PLSCR4	0.0	0.0	0.0	0.0	0.0	0.0
PLSCR2	0.0	0.0	0.0	0.0	0.0	0.0
PLSCR1	10.254729	4.633163	1.530487	2.008281	0.036723	0.446442
PLSCR5	0.0	0.0	0.0	0.0	0.0	0.0
ZIC4	0.0	0.0	0.0	0.0	0.0	0.0
ZIC1	0.0	0.0	0.0	0.0	0.0	0.0
AGTR1	0.0	0.0	0.0	0.0	0.0	0.0
CPB1	0.0	0.0	0.0	0.0	0.0	0.0
CPA3	0.0	0.0	0.0	0.0	0.0	0.0
GYG1	45.178162	43.497753	29.922485	37.511467	5.973495	10.407154
HLTF	1.543277	0.872961	0.086851	0.704529	0.125076	0.155299
HPS3	1.845522	1.578614	1.430612	2.767846	0.79928	0.989942
CP	0.0	0.0	0.0	0.132958	0.0	0.0
TM4SF18	0.0	0.0	0.0	0.0	0.0	0.0
TM4SF1	7.082929	2.353342	0.0	0.0	0.0	0.0
TM4SF4	0.0	0.0	0.0	0.0	0.0	0.0
WWTR1	0.0	0.0	0.0	0.0	0.0	0.0
WWTR1-AS1	0.37356	0.0	0.162285	0.0	0.080244	0.429348
COMMD2	6.3654	4.848811	4.424104	3.204162	2.502731	2.98493
ANKUB1	0.0	0.0	0.0	0.0	0.0	0.0
RNF13	0.0	0.478609	0.0	0.041992	1.264183	3.898849
PFN2	40.87204	21.492512	13.445406	17.862169	5.140707	6.341555
LOC646903	0.494105	0.0	0.0	0.0	0.064381	0.0
TSC22D2	4.373833	5.536721	2.915656	3.86336	1.501274	2.318906
SERP1	54.248402	18.257105	13.622359	22.930595	7.312644	10.63689
EIF2A	54.822144	28.039894	28.984785	40.875088	5.204158	10.755751
SELT	152.669495	91.623146	94.681877	69.775208	12.42181	21.703426
FAM194A	0.150583	0.0	0.0	0.0	0.0	0.0
SIAH2	35.699501	8.176764	14.544052	30.278067	3.456081	4.8664
CLRN1	0.0	0.0	0.0	0.0	0.0	0.0
CLRN1-AS1	0.267279	0.0	0.063794	0.0	0.0	0.0
MED12L	17.384914	11.229729	14.509179	5.016352	2.051046	8.122825
GPR171	3.480355	4.087314	3.060628	1.318485	0.113254	0.415305
P2RY14	0.754803	0.516634	0.183866	0.201516	0.0	0.145357
GPR87	0.754664	0.901945	1.011995	0.53033	0.0	0.0
P2RY13	1.288489	1.510492	0.864584	0.478894	0.0	0.189365
P2RY12	0.0	0.0	0.0	0.0	0.0	0.0
IGSF10	0.0	0.0	0.0	0.0	0.0	0.0
MIR548H2	0.0	0.0	0.0	0.0	0.0	0.0
AADACL2	0.0	0.0	0.0	0.0	0.0	0.0
LOC201651	0.0	0.0	0.0	0.0	0.0	0.0
AADAC	0.134153	0.223043	0.118988	0.0	0.0	0.0
SUCNR1	0.0	3.12143	0.0	0.0	0.0	0.0
MBNL1-AS1	0.0	0.0	0.0	0.0	0.0	0.0
MBNL1	2.000557	0.764191	0.739109	1.400748	0.3453	0.869975
TMEM14E	0.0	0.0	0.0	0.460356	0.0	0.372029
P2RY1	0.0	0.0	0.0	0.0	0.218674	0.0
RAP2B	9.098359	11.538472	4.189475	17.314182	5.301712	6.099555
C3orf79	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF26-AS1	0.0	0.0	0.0	0.066125	0.0	0.0
ARHGEF26	0.579311	2.565966	1.201998	2.653278	1.275422	0.674854
DHX36	0.0	0.020876	0.0	0.011919	0.0	0.032781
GPR149	0.0	0.0	0.0	0.0	0.0	0.0
MME	0.0	0.0	0.0	0.0	0.0	0.0
LOC100507537	0.0	0.0	0.0	0.0	0.0	0.0
PLCH1	0.0	0.0	0.0	0.0	0.0	0.0
C3orf33	0.163694	0.0	0.665132	0.240208	0.619249	0.0
SLC33A1	0.479156	0.016791	0.0	0.066047	0.919146	0.236686
GMPS	29.144892	20.54912	22.425688	34.464607	3.123869	5.770644
KCNAB1	0.0	0.0	0.0	0.0	0.0	0.0
SSR3	32.810127	31.675308	23.126667	28.278372	10.018598	9.928093
TIPARP-AS1	0.0	0.04664	0.0	0.716634	0.211749	0.373489
TIPARP	28.246433	0.0	14.859137	0.0	0.312848	0.0
LINC00886	0.0	0.0	0.0	0.0	0.0	0.0
PA2G4P4	4.149145	5.82277	4.568072	6.055556	2.257834	3.10008
LEKR1	0.0	0.0	0.0	0.0	0.0	0.0
LINC00880	0.0	0.0	0.0	0.0	0.0	0.0
LINC00881	0.0	0.0	0.0	0.0	0.0	0.0
CCNL1	54.144386	33.306602	31.799557	40.788414	21.79635	15.690545
VEPH1	0.302844	0.0	0.12165	0.773533	0.361114	0.0
PTX3	0.0	0.0	0.0	0.0	0.0	0.0
C3orf55	0.0	0.0	0.0	0.0	0.0	0.0
SHOX2	0.0	0.0	0.0	0.0	0.0	0.0
RSRC1	20.451105	14.59024	14.30878	17.065241	1.831235	4.249438
MLF1	0.0	0.0	0.0	0.0	0.0	0.0
GFM1	27.384697	17.236862	20.919821	25.541582	4.73633	7.137601
LXN	1.162195	0.743084	1.508894	0.754289	0.175324	1.608264
RARRES1	12.593902	11.229081	4.293853	12.626618	1.728279	2.643399
MFSD1	0.757425	0.060366	0.041966	2.578482	0.0	2.338478
IQCJ	0.0	0.0	0.0	0.0	0.0	0.0
IQCJ-SCHIP1	0.0	0.0	0.0	0.0	0.0	0.0
SCHIP1	0.0	0.0	1.520412	0.0	0.0	0.0
MIR3919	0.0	0.0	0.0	0.0	0.0	0.0
IL12A	0.075224	0.0	0.25956	0.0	0.0	0.0
C3orf80	1.720775	1.390407	2.358959	0.0	1.443727	3.038133
IFT80	0.0	0.0	0.0	0.0	0.0	0.0
SMC4	0.0	9.929941	0.0	0.0	0.0	0.0
MIR15B	0.0	0.0	0.0	0.0	0.0	0.0
MIR16-2	0.0	0.0	0.0	0.0	0.0	0.0
TRIM59	3.970138	4.824489	2.835655	2.777251	4.04489	3.464948
KPNA4	6.028576	2.336477	2.158597	3.67673	1.482672	2.359126
SCARNA7	0.0	0.0	0.0	0.0	0.0	0.0
ARL14	0.0	0.0	0.0	0.0	0.105787	0.0
PPM1L	0.0	0.077934	0.513634	0.035552	0.154802	0.20942
B3GALNT1	0.0	0.0	0.0	0.0	0.0	0.0
NMD3	25.042688	9.489224	11.401254	22.062971	2.470491	4.607021
SPTSSB	0.449633	0.0	0.0	0.0	0.0	0.0
OTOL1	0.0	0.0	0.0	0.0	0.0	0.0
CT64	0.0	0.0	0.0	0.0	0.0	0.0
SI	0.0	0.0	0.0	0.0	0.0	0.0
SLITRK3	0.0	0.0	0.0	0.0	0.0	0.0
BCHE	0.0	0.0	0.0	0.0	0.0	0.0
ZBBX	0.0	0.0	0.0	0.0	0.0	0.0
SERPINI2	0.0	0.0	0.0	0.0	0.0	0.0
WDR49	0.0	0.0	0.0	0.0	0.0	0.0
PDCD10	0.091499	1.040004	0.554906	0.898676	0.436704	0.361429
SERPINI1	0.0	0.0	0.42158	0.0	0.0	0.0
LOC646168	0.0	0.0	0.0	0.0	0.0	0.0
GOLIM4	2.433351	0.23053	0.378149	0.481975	0.50008	0.0
EGFEM1P	0.0	0.0	0.0	0.0	0.0	0.0
MIR551B	0.0	0.0	0.0	0.0	0.0	0.0
MECOM	0.0	0.0	0.0	0.0	0.0	0.0
TERC	0.0	0.0	0.0	0.0	0.0	0.0
ACTRT3	0.0	0.596915	0.712288	0.277239	0.0	0.080698
MYNN	6.701959	4.194272	5.035809	3.934958	0.223053	0.695301
LRRC34	0.242003	0.103163	0.0	0.0	0.0	0.0
LRRIQ4	0.0	0.0	0.0	0.0	0.0	0.0
LRRC31	0.0	0.0	0.0	0.0	0.0	0.0
SAMD7	0.0	0.0	0.0	0.0	0.0	0.0
LOC100128164	0.0	0.0	0.0	0.0	0.0	0.0
SEC62	10.458782	3.892776	5.667719	5.43478	1.381502	2.846857
GPR160	29.395535	5.390448	0.716724	0.839579	0.618942	1.128591
PHC3	2.342613	1.314304	1.673662	1.225049	0.5882	0.378026
PRKCI	13.786818	5.559634	6.452379	8.286826	1.746768	4.009402
SKIL	0.059148	0.0	0.0	0.0	0.0	0.0
CLDN11	0.0	0.0	0.138286	0.0	0.0	0.0
SLC7A14	0.0	0.0	0.014553	0.017626	0.0	0.0
RPL22L1	136.772583	69.148529	46.639462	77.56514	10.674385	26.357794
EIF5A2	3.270606	0.593211	0.345468	1.391241	0.958236	0.509601
SLC2A2	0.100525	0.0	0.0	0.0	0.0	0.0
TNIK	0.0	2.986573	0.0	0.0	0.311446	0.0
MIR569	2.831304	0.0	0.0	0.0	0.0	0.0
PLD1	0.0	0.0	0.0	0.0	0.0	0.0
TMEM212	0.0	0.0	0.0	0.0	0.0	0.0
FNDC3B	6.327812	1.484032	2.269422	4.109975	1.187878	1.810469
GHSR	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF10	0.0	0.0	0.0	0.0	0.0	0.0
NCEH1	2.273743	1.23245	0.72151	1.709044	0.38966	0.326646
ECT2	25.268242	6.166808	6.550347	9.252884	2.410013	5.466002
SPATA16	0.0	0.0	0.0	0.0	0.0	0.0
NLGN1	0.0	0.0	0.0	0.0	0.0	0.032867
NAALADL2	0.0	0.132512	0.0	0.0	0.0	0.0
MIR4789	0.0	0.0	0.0	0.0	0.0	0.0
TBL1XR1	19.247404	9.370904	5.848488	10.603333	4.635983	5.609247
KCNMB2	0.0	0.0	0.0	0.113018	0.0	0.0
ZMAT3	2.134766	1.349608	1.719066	2.342445	0.0	0.319239
PIK3CA	8.465311	1.722599	2.91964	3.061358	0.449982	1.279199
KCNMB3	0.280098	0.0	0.898214	0.11653	0.210884	0.084725
ZNF639	29.622942	13.518167	10.566335	18.823423	4.252962	5.964227
MFN1	15.853753	6.649867	6.853352	8.623562	2.094822	3.489595
GNB4	1.347099	0.57043	2.127399	0.345244	0.290908	1.933579
ACTL6A	57.212601	27.166101	33.485649	48.084206	7.270772	15.634473
MRPL47	132.953064	113.576523	93.185951	96.863922	14.87484	35.557175
NDUFB5	2.011643	5.041417	2.64173	3.551297	1.329967	0.0
USP13	0.780651	0.0	0.176377	0.085861	0.171276	0.150126
PEX5L	0.0	0.0	0.0	0.0	0.0	0.0
TTC14	1.060858	0.283632	0.732842	1.694603	0.572479	1.611892
CCDC39	0.125907	0.139526	0.067937	0.065579	0.050486	0.0
FXR1	12.43736	12.098378	8.739183	15.851272	9.282747	5.376729
DNAJC19	0.0	0.157103	0.0	0.561978	0.651123	0.0
SOX2-OT	0.271306	0.0	0.0	0.0	0.0	0.0
SOX2	2.943079	0.995144	0.0	0.0	0.0	0.0
FLJ46066	0.0	0.0	0.0	0.0	0.0	0.0
ATP11B	10.456296	6.298762	3.618081	15.394809	3.638965	3.173932
DCUN1D1	7.676916	2.696941	3.048532	3.41177	1.005697	1.852678
MCCC1	1.478913	4.373628	4.426008	4.189102	0.994148	1.341308
LAMP3	0.0	0.0	0.0	0.0	0.0	0.0
MCF2L2	0.11536	0.0	0.142428	0.025008	0.016263	0.0
B3GNT5	53.107788	4.997652	4.174234	1.778958	0.977279	2.562992
LINC00888	0.0	0.0	0.0	0.0	0.0	0.0
KLHL6	0.0	0.0	0.0	0.0	0.0	0.0
KLHL24	3.296506	1.672759	2.707035	1.135041	0.595667	0.959169
YEATS2	3.077812	6.521906	3.419353	6.665166	4.551223	4.604308
MAP6D1	3.544019	0.753386	1.216642	1.791639	1.330171	1.305197
PARL	18.245914	19.050398	21.999746	24.523573	6.980834	7.945116
ABCC5	8.728919	14.018651	12.10718	12.325576	16.589861	12.612488
HTR3D	0.0	0.0	0.0	0.0	0.0	0.0
HTR3C	0.0	1.37465	0.0	0.0	0.0	0.0
HTR3E	0.081205	0.037933	0.0	0.0	0.0	0.0
EIF2B5	15.601812	20.941635	29.27882	23.489546	27.516354	16.160332
DVL3	9.334758	8.264474	7.963723	10.147865	7.568239	6.227419
AP2M1	123.222107	153.203369	176.310486	196.693588	292.549622	240.669754
ABCF3	12.498598	11.421003	15.515848	13.372026	27.339718	34.399258
VWA5B2	0.0	0.0	0.0	0.026364	0.0	0.0
MIR1224	0.0	0.0	0.0	0.0	0.0	0.0
ALG3	5.089883	5.520608	15.051583	6.19551	10.228798	22.153362
ECE2	24.069679	50.079094	110.665039	56.286316	153.156464	171.140823
CAMK2N2	0.0	0.0	0.370639	0.0	0.300562	0.789602
PSMD2	122.169815	134.072479	181.266327	81.552452	79.180222	129.734634
EIF4G1	1.44906	1.221333	0.248132	1.194649	0.0	0.0
SNORD66	0.0	0.0	0.0	0.0	0.0	0.0
FAM131A	10.542292	0.0	0.0	0.0	0.0	0.0
CLCN2	0.0	0.0	0.0	0.0	0.0	0.0
POLR2H	247.832352	268.02243	282.027191	272.687103	334.66333	243.063446
THPO	0.120275	0.761223	0.289024	0.0	0.0	0.0
CHRD	0.0	0.0	0.664191	0.115384	0.0	0.0
EPHB3	0.429246	2.025868	2.43547	0.842352	0.947454	4.06055
MAGEF1	9.49934	6.802382	8.467469	6.598003	13.465385	12.69114
VPS8	3.168024	0.0	1.893253	3.042193	2.423911	1.216108
C3orf70	0.191454	0.0	0.0	0.524105	0.0	0.0
EHHADH-AS1	0.0	0.0	0.0	0.0	0.0	0.0
EHHADH	0.680448	0.506777	0.0	0.1825	0.075103	0.215951
MAP3K13	3.543805	3.646179	1.318258	2.298881	1.523847	1.404256
TMEM41A	26.442654	29.901836	37.461582	39.967266	14.707205	24.195885
LIPH	1.296614	0.616647	1.202799	2.825005	0.935837	0.593237
SENP2	26.933123	16.604382	16.308979	19.321245	4.065198	5.86563
IGF2BP2	0.0	0.0	0.0	0.0	4.05713	0.0
C3orf65	0.0	0.909012	0.09635	0.0	0.0	0.245913
TRA2B	5.45189	0.0	0.580389	1.341248	0.88229	0.712231
LOC344887	0.228953	0.0	0.0	0.0	0.0	0.0
ETV5	0.849791	0.703265	0.242577	0.30584	0.082377	0.194816
DGKG	0.0	0.0	0.0	0.0	0.0	0.0
LOC253573	0.0	0.0	0.0	0.0	0.0	0.0
CRYGS	1.509409	0.0	0.0	2.419986	0.558612	1.10881
TBCCD1	0.0	0.0	0.0	4.563137	0.0	0.0
DNAJB11	41.7463	36.082241	40.696823	25.58906	20.831057	22.324736
AHSG	0.0	0.0	0.0	0.0	0.0	0.0
FETUB	0.0	0.0	0.0	0.0	0.0	0.0
HRG	0.0	0.0	0.0	0.0	0.0	0.0
KNG1	0.0	0.0	0.0	0.208572	0.0	0.0
EIF4A2	299.664459	176.431	141.296707	244.721924	40.186741	61.652328
SNORD2	4.875374	3.962627	5.033978	2.32153	1.144538	2.067996
MIR1248	0.646739	0.370734	0.0	0.393891	0.015059	0.0
SNORA81	0.302743	1.44772	0.856705	1.899156	0.719764	0.0
SNORA63	6.438931	9.653525	5.633753	11.188056	2.058958	3.611102
SNORA4	4.982134	7.4111	4.491421	7.659355	0.83543	0.802358
RFC4	31.826674	28.118296	22.363293	36.64846	6.685575	9.44191
ADIPOQ	0.0	0.0	0.0	0.0	0.0	0.0
ST6GAL1	44.596069	41.191463	33.348297	50.539459	38.531979	27.160303
RPL39L	23.44553	37.843842	20.901894	46.550007	31.705681	29.633512
RTP1	1.369169	1.119795	0.097573	1.813872	0.0	0.0
MASP1	0.092495	0.0	0.0	0.0	0.0	0.0
RTP4	0.0	0.0	0.0	0.0	0.0	0.0
SST	0.0	0.0	0.0	0.0	0.0	0.0
RTP2	0.0	0.0	0.0	0.0	0.0	0.0
LOC100131635	0.0	0.0	0.0	0.0	0.0	0.0
BCL6	0.0	0.0	0.0	0.0	0.0	0.0
LPP-AS2	0.0	0.0	0.0	0.020131	0.0	0.084099
LPP	0.0	0.0	0.0	0.0	0.0	0.0
FLJ42393	0.0	0.052764	0.355709	0.607327	1.286301	0.302446
TPRG1	0.322409	0.0	0.0	0.0	0.071871	0.0
TP63	0.224207	0.199798	0.335714	0.238809	0.122769	0.168283
MIR944	0.0	0.0	0.0	0.0	0.0	0.602467
LEPREL1	1.568332	1.611356	1.106127	0.062385	0.0	0.171819
CLDN1	0.0	0.0	0.0	0.245603	0.252142	0.070237
CLDN16	0.0	0.0	0.0	0.0	0.0	0.0
TMEM207	0.0	0.0	0.0	0.0	0.0	0.0
IL1RAP	0.0	0.0	0.0	0.0	0.0	0.0
GMNC	0.0	0.0	0.0	0.0	0.0	0.0
SNAR-I	0.0	0.0	0.0	0.0	0.0	0.0
OSTN	0.0	0.0	0.0	0.0	0.0	0.0
UTS2B	0.0	0.0	0.0	0.0	0.0	0.0
CCDC50	2.801054	0.383844	0.503281	1.520973	0.0	0.0
PYDC2	0.0	0.0	0.0	0.0	0.0	0.0
FGF12	0.040982	0.0	0.0	0.045671	0.074998	0.0
MB21D2	1.644313	0.410779	0.730098	1.011075	0.51831	0.551498
HRASLS	0.0	0.0	0.0	0.0	0.119063	0.0
MGC2889	0.0	0.0	0.0	0.0	0.0	0.0
ATP13A5	0.0	0.0	0.0	0.0	0.0	0.0
ATP13A4	0.0	0.0	0.0	0.0	0.0	0.0
OPA1	0.0	0.0	0.0	0.0	0.0	0.0
LOC647323	0.0	0.0	0.0	0.0	0.0	0.0
DPPA2P3	0.0	0.0	0.0	0.0	0.0	0.0
HES1	3.137428	1.018364	1.759483	1.418342	0.319326	0.318186
LINC00887	0.0	0.0	0.0	0.0	0.0	0.0
CPN2	0.0	0.0	0.0	0.0	0.0	0.0
LRRC15	0.0	0.0	0.0	0.0	0.0	0.0
GP5	0.148294	0.0	0.0	0.0	0.0	0.0
ATP13A3	18.5541	7.1932	4.677609	8.970871	2.484256	5.864182
LINC00884	0.193319	0.0	0.0	0.360116	0.0	0.244111
TMEM44	0.0	0.0	0.0	0.0	0.0	0.0
LSG1	10.366175	12.697382	18.94857	11.237068	8.523965	7.881008
FAM43A	0.0	0.143094	0.001458	0.0	0.0	0.101968
LOC100507391	0.0	0.0	0.0	0.0	0.0	0.0
XXYLT1	0.490682	0.086826	0.622515	1.102151	1.043967	0.674826
ACAP2	6.020759	2.321004	1.969208	2.809619	1.507808	1.841089
PPP1R2	29.206312	9.094024	8.610448	9.923721	4.705519	6.823744
APOD	0.998261	0.0	0.0	2.588609	0.0	0.143042
SDHAP2	1.348644	4.307967	4.448548	4.037992	10.437981	7.085569
MIR570	1.034007	0.848028	0.851061	1.847651	2.202548	1.319762
MUC20	0.0	0.0	0.0	0.0	0.0	0.0
MUC4	0.0	0.0	0.0	0.0	0.0	0.0
TNK2	2.094035	0.0	0.801865	0.017156	2.345036	2.71647
SDHAP1	3.952722	5.307912	5.074427	7.595462	11.936791	7.00465
TFRC	4.143291	0.369641	0.06956	0.86533	8.065581	31.487665
LINC00885	0.0	0.064621	0.0	0.4928	1.564095	0.0
ZDHHC19	0.114096	0.0	0.0	0.0	0.0	0.0
SLC51A	0.0	0.0	0.0	0.0	0.0	0.0
PCYT1A	20.225246	16.246506	15.637704	10.044084	11.477769	8.833222
TCTEX1D2	7.155666	2.253893	1.430255	4.18696	3.438672	3.472707
TM4SF19-TCTEX1D2	1.161155	0.0	0.0	0.0	0.0	0.0
TM4SF19	0.225058	0.0	0.0	0.0	0.0	0.0
UBXN7	1.128793	3.437888	1.129607	2.433449	1.254874	0.973514
RNF168	7.090258	4.97923	4.345687	3.440329	2.516018	3.380273
C3orf43	0.0	0.0	0.0	0.0	0.0	0.0
WDR53	4.700678	5.856937	4.344696	8.350268	1.818412	1.404631
FBXO45	11.925822	5.610176	5.660708	8.434771	2.245289	3.40778
LRRC33	0.0	0.0	0.0	0.0	0.0	0.0
CEP19	0.0	0.871917	0.0	0.0	0.0	0.112248
PIGX	2.539464	2.634307	1.115182	3.021638	1.242235	2.384062
PAK2	28.162081	16.973835	18.979784	19.976917	6.06325	11.260334
SENP5	7.865672	6.733804	5.375737	9.82498	4.449067	2.811524
NCBP2	3.321723	2.043908	3.415216	2.755569	4.897367	1.674534
NCBP2-AS2	4.903485	7.732766	4.726124	8.125521	11.109987	9.528131
PIGZ	0.090237	0.0	0.0	0.0	0.276847	0.0
MFI2	0.584551	0.0	0.080354	0.0	0.23107	0.567291
MFI2-AS1	0.269633	0.0	0.0	0.0	0.0	0.167246
DLG1	0.0	0.0	0.0	0.264369	0.0	0.0
MIR4797	0.0	0.0	0.0	0.0	0.0	0.0
DLG1-AS1	0.0	0.0	0.0	0.0	0.0	0.0
BDH1	0.0	0.0	0.0	0.0	0.0	0.0
LOC220729	5.960619	5.405424	5.115081	6.173618	1.498376	4.313298
KIAA0226	3.175161	0.0	2.448297	1.854788	0.0	0.0
MIR922	0.187615	0.118086	0.258163	0.217823	0.211279	0.622604
FYTTD1	0.0	0.0	0.0	0.0	0.37466	0.0
LRCH3	1.955698	1.024314	1.160659	0.74766	0.497227	0.695111
IQCG	2.996444	1.695077	0.338129	1.153159	0.562638	0.761658
RPL35A	1913.842529	2264.410156	1632.241699	3036.084229	1096.19397	1111.719116
LMLN	0.432833	0.164853	0.374015	0.272262	0.076184	0.106629
ANKRD18DP	0.0	0.0	0.0	0.0	0.0	0.0
FAM157A	0.0	0.0	0.0	0.0	0.0	0.0
ZNF595	8.012316	4.484328	3.83579	8.579352	2.032194	2.484065
ZNF718	7.499155	1.064728	0.661026	0.539124	0.633369	0.869535
ZNF876P	5.208409	1.558204	1.486536	3.302503	1.731431	0.992518
ZNF732	3.133607	1.796119	0.714016	3.525444	0.480486	0.79758
ZNF141	4.633867	2.335901	1.138189	3.235438	0.501074	1.232415
ABCA11P	8.049946	3.584513	3.516459	8.010316	1.182575	1.151735
ZNF721	4.885207	4.335256	3.60846	6.90905	3.317405	2.987458
PIGG	5.572641	7.164078	6.909775	8.251146	9.28597	12.178245
PDE6B	0.0	0.0	0.0	0.0	0.0	0.142496
ATP5I	161.869766	154.04834	96.102348	274.332245	281.147125	221.857056
MYL5	9.551602	10.68244	6.851943	10.035499	11.241828	6.950168
MFSD7	0.361595	0.0	0.0	0.0	0.073128	0.0
PCGF3	15.487992	13.095723	17.614687	20.08857	25.86657	30.949717
LOC100129917	0.146094	0.207897	0.0	0.320098	0.231152	0.080629
CPLX1	0.0	0.0	0.234108	0.0	0.0	0.0
GAK	13.26925	18.832218	16.302513	19.558636	43.249252	41.131775
TMEM175	0.0	0.0	0.0	0.065506	0.0	0.36487
DGKQ	0.72144	1.374912	0.602962	0.510677	0.667753	1.004412
SLC26A1	0.0	0.0	0.0	0.0	0.0	0.0
IDUA	0.0	0.0	0.0	0.0	0.0	0.0
FGFRL1	0.465526	0.260173	0.770322	0.757187	1.048673	0.0
RNF212	0.294461	0.968791	0.0	0.498797	0.0	1.674009
TMED11P	0.206109	0.18456	0.750676	0.58326	0.0	0.0
SPON2	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130872	0.0	0.0	0.0	0.046048	0.0	0.0
CTBP1	9.181729	14.558251	9.662954	14.670012	26.441143	20.653151
CTBP1-AS1	4.369499	6.272119	3.760195	5.95516	4.589686	7.929843
MAEA	37.803009	45.927872	55.147942	45.366978	89.320534	130.574783
UVSSA	0.370158	0.27844	0.298706	0.342854	0.670846	1.025471
CRIPAK	0.29386	0.38234	0.242578	0.568391	0.929217	1.395838
FAM53A	0.0	0.0	0.137109	0.062029	0.0	1.459172
SLBP	118.84671	68.970573	50.205952	86.763123	58.219379	33.051453
TMEM129	2.843915	4.451636	4.051124	3.885103	7.545151	7.155035
TACC3	35.378437	43.52018	43.633228	53.814735	55.564102	84.964821
FGFR3	1.910507	0.0	0.0	0.0	5.909839	2.034661
LETM1	14.030622	18.500023	16.178223	24.69647	35.270428	38.225887
WHSC1	3.688432	0.0	0.0	0.0	8.770721	8.456285
SCARNA22	0.0	0.0	0.0	0.0	0.0	0.0
NELFA	9.022425	9.168587	12.209572	7.753985	20.808693	38.005943
MIR943	0.065245	0.0	0.037609	0.019758	0.033629	0.112585
C4orf48	0.0	0.0	0.0	0.0	0.0	0.0
NAT8L	0.054875	0.08146	0.400872	0.068962	0.044931	0.875612
POLN	0.403235	0.019645	0.033165	0.0	0.215186	0.0
HAUS3	4.786197	1.133448	1.364143	1.817856	1.106407	1.080683
MXD4	1.115922	0.489798	0.359904	0.556724	0.457707	0.717837
MIR4800	0.0	0.0	0.0	0.0	0.0	0.0
ZFYVE28	0.0	0.0	0.0	0.0	0.0	0.0
LOC402160	0.0	0.0	0.0	0.0	0.0	0.0
RNF4	0.0	0.0	0.0	0.0	0.0	0.0
FAM193A	4.546018	8.577585	8.999238	8.518882	13.453937	18.092339
TNIP2	0.0	0.0	0.018566	0.0	0.0	42.900528
SH3BP2	0.0	0.0	0.0	0.0	0.0	0.0
ADD1	25.015909	2.589004	0.309905	26.996847	2.945134	0.0
MFSD10	8.746708	7.137122	31.289864	28.173704	23.511633	33.315006
NOP14-AS1	0.904005	1.113449	1.169171	1.756168	1.140432	0.723068
NOP14	2.19701	5.237241	3.832618	8.233354	4.420437	4.725349
GRK4	0.0	0.0	0.0	0.0	0.0	0.0
HTT-AS1	0.0	0.0	0.0	0.0	0.0	0.0
HTT	4.776524	6.186444	3.314539	5.078286	13.53062	8.896049
MSANTD1	0.0	0.0	0.0	0.0	0.0	0.0
RGS12	0.0	1.331814	0.248668	0.220917	1.365894	0.54304
HGFAC	0.0	0.0	0.0	0.0	0.0	0.0
DOK7	0.0	0.0	0.0	0.0	0.0	0.0
LRPAP1	12.995581	20.297556	42.29422	22.956562	45.57642	97.84053
FLJ35424	0.0	0.0	0.0	0.0	0.0	0.0
LOC100133461	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2C	1.022728	1.012674	0.514726	0.058572	0.0	0.274404
FAM86EP	0.839642	1.904822	0.407648	1.474874	1.612665	1.712401
OTOP1	0.0	0.0	0.0	0.0	0.0	0.0
TMEM128	8.239614	6.117513	4.91484	4.329412	1.999135	2.727572
LYAR	0.0	0.0	0.127138	0.0	0.0	0.0
ZBTB49	1.453509	0.522936	1.000727	0.744183	3.258998	2.447136
NSG1	1.49299	2.033795	1.174828	0.0	4.478858	3.864399
STX18	19.16843	21.428614	17.329901	23.155781	20.217222	11.288699
LOC100507266	1.997011	0.970452	0.0	0.693862	0.648197	0.0
MSX1	0.503682	0.119747	1.001348	0.148856	0.492402	0.250342
CYTL1	0.0	0.0	0.0	0.0	0.0	0.0
STK32B	0.033669	0.0	0.172483	0.0	0.0	0.0
C4orf6	0.0	0.0	0.0	0.0	0.0	0.0
EVC2	0.0	0.0	0.0	0.0	0.0	0.0
EVC	0.330001	0.442919	0.169043	0.0	0.02119	0.0
CRMP1	0.0	0.0	0.0	0.0	0.0	0.0
MIR378D1	0.0	0.0	0.0	0.0	0.0	0.0
