gene_id	C4_e1_c1_count	C4_e1_c2_count	C4_e1_c3_count	C4_e1_c4_count	C4_e2_c1_count	C4_e2_c2_count	C4_e2_c3_count	C4_e2_c4_count	C4_e3_c1_count	C4_e3_c2_count	C4_e3_c3_count	C4_e3_c4_count	C8_e1_c1_count	C8_e1_c2_count	C8_e1_c3_count	C8_e1_c4_count	C8_e1_c5_count	C8_e1_c6_count	C8_e1_c7_count	C8_e1_c8_count	C8_e2_c1_count	C8_e2_c2_count	C8_e2_c3_count	C8_e2_c4_count	C8_e2_c5_count	C8_e2_c6_count	C8_e2_c7_count	C8_e2_c8_count
Dnaaf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csgalnact2	9	0	0	0	0	80	419	48	0	827	24	740	0	0	0	12	31	259	0	0	640	37	8	8	0	16	60	95
Csgalnact1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8430429K09Rik	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr2	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Tlr3	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr9	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
Hist1h2bq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2br	0	0	0	0	0	0	49	0	0	0	6	173	0	0	0	57	0	0	0	0	0	9	0	41	0	0	0	57
Prok2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mt2	4900	3676	2318	4569	9842	4724	15347	6739	15699	4927	6921	8127	9205	12010	4272	3444	2053	9397	8082	9071	8055	19030	9975	31357	5080	15722	11458	9291
Whsc1	0	463	0	72	525	159	623	33	1246	0	185	27	0	0	0	0	0	105	0	0	0	48	0	0	8	385	159	4
Mt1	6460	7147	3080	6945	14002	8365	17501	8204	22323	14457	8739	17525	13120	22608	8563	9074	6082	19610	9505	10878	5131	28863	14984	49161	6044	33211	18978	4994
Mt4	186	0	0	0	0	20	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2be	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	224	0	0	4	8	0	279	0	0	12	0	15	0
Hist1h2bf	0	0	0	1	0	1	0	0	1	0	22	133	0	0	0	160	0	0	0	2	0	0	0	3	16	0	0	138
Hist1h2bg	9	0	0	2	1	0	0	0	12	6	1	0	0	0	0	0	1	0	0	48	0	7	0	0	28	0	36	17
Hist1h2ba	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	2	0	0	0	0	0	1	0	1	2	0	1	0
Hist1h2bb	0	0	0	0	2	1	0	0	0	0	1	2	0	2	1	1	2	0	0	1	0	1	0	38	37	0	1	123
Hist1h2bc	67	0	0	0	0	0	0	0	103	51	0	0	14	0	0	5	24	0	4	592	0	63	0	0	353	4	440	150
2310033P09Rik	112	531	88	536	1616	519	842	233	2486	2180	258	1949	4	853	1308	617	1303	826	128	54	261	2251	1665	1264	93	1376	456	1435
Hist1h2bm	0	0	0	0	0	0	0	0	118	0	0	0	0	303	108	2	0	217	4	6	0	3	0	0	186	4	1	0
Hist1h2bn	2	0	0	0	2	38	2	0	6	130	25	23	0	5	1	7	45	0	0	2	0	1	94	0	7	1	43	6
Hist1h2bh	0	0	0	235	12	0	0	8	0	0	48	0	29	0	0	45	0	0	0	2	0	0	0	1	6	0	0	0
Hist1h2bj	8	0	87	0	1	31	74	0	162	1	55	2	163	124	137	118	164	0	0	1	0	130	0	2	226	4	65	206
Hist1h2bk	2	0	1	0	21	7	15	0	3	10	36	15	3	212	3	92	10	0	0	2	0	39	10	13	141	3	4	99
Noxa1	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtr	24	116	0	0	0	50	173	0	1123	0	348	796	0	0	700	117	457	63	0	477	359	347	414	673	14	367	0	0
Pcdhb22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E030002O03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cuta	776	2195	1679	224	1621	827	1263	1829	2107	1661	1349	2519	1144	4337	2405	2534	1992	3149	3843	3983	1576	1708	2188	1324	1375	1672	471	1183
Cutc	552	0	331	1152	365	400	1535	2332	625	452	521	0	0	0	473	1046	190	12	364	7	350	508	220	142	0	0	0	519
4933411G06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a30	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16039	118	73	0	0	0	102	90	0	84	0	0	0	0	705	81	0	0	0	0	0	0	0	325	103	0	0	0	0
Ankdd1b	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Mfsd6l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230102K24Rik	65	363	0	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sycp2	0	259	0	104	349	460	765	0	608	61	108	507	0	0	340	480	378	328	0	0	0	0	21	0	0	0	0	0
Sycp3	95	1615	464	1012	2366	1281	2095	1560	1253	2576	1379	3042	1056	2114	249	783	700	2200	1521	1721	4622	323	421	154	2758	162	2046	3319
Sycp1	451	417	1027	159	465	709	261	0	243	497	105	219	186	335	504	295	129	374	354	0	445	218	588	30	290	4	37	486
Bmp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0
Mir374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smagp	358	0	322	0	449	204	257	239	0	49	4	323	24	0	173	106	0	0	319	290	739	61	758	14	747	193	352	0
Tmem41a	129	254	0	20	0	443	261	154	4	0	56	24	654	1331	1409	0	0	772	82	470	1001	66	330	0	0	0	0	5
Tmem41b	66757	51674	49748	43863	71040	36075	61466	61395	100984	87865	49428	108877	126986	107793	108300	104073	67636	97252	117898	79925	63580	87224	81211	95773	92880	106281	73995	93028
Mir379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrt4	0	0	0	0	0	0	0	0	498	0	4	0	0	40	0	0	8	11	1681	0	103	0	0	163	280	0	0	0
Prrt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	4	163	14	0	0	0	11	0	0
Prrt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srgn	79	44	0	0	0	0	31	304	307	0	0	0	0	0	0	110	0	341	0	0	0	0	0	0	0	283	0	0
Coro2b	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coro2a	0	0	103	0	0	0	0	139	187	0	0	0	0	0	0	0	0	0	382	0	0	196	21	45	21	203	48	0
Urgcp	648	0	165	311	173	39	652	898	0	84	0	6	1192	0	1788	462	869	487	2498	972	1599	1503	470	794	1239	612	8	109
Gm12839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbsn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930471G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810006K23Rik	0	0	41	0	0	110	614	0	536	4	13	45	0	0	8	0	9	897	629	4	0	18	325	0	35	0	0	0
Gm5916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5918	0	0	285	0	237	69	0	141	121	106	172	84	142	0	13	176	0	0	0	16	38	114	24	58	369	56	0	0
Cx3cl1	0	0	0	0	0	0	271	0	0	0	0	0	0	4	0	0	0	0	38	0	0	67	0	36	0	77	0	0
Smarcc2	111	4	348	12	193	164	453	161	341	4	577	291	267	844	310	150	973	4	317	803	26	173	116	542	882	1046	185	0
Smarcc1	1466	6208	2381	1234	1023	2109	1182	2607	2544	916	1606	1860	1907	3160	956	964	429	363	4439	2167	3907	5564	2621	1470	819	3051	1038	1878
Oaz1-ps	6462	9459	11258	10147	13885	9476	20838	13463	25314	20047	12266	21853	19379	19051	14727	17716	14567	18301	42362	31696	24474	22509	20452	18090	20250	22641	17638	21138
Cdsn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	7	0	0	0	0	0	0	0	0	0
Nfkbil1	0	0	0	0	38	0	0	0	0	0	89	0	374	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0
Cds1	1327	0	4	356	80	170	44	0	0	278	10	33	4	0	6	711	0	4	591	0	0	488	50	0	561	0	224	687
Cds2	0	485	874	456	614	365	1015	535	3319	375	674	2033	788	0	1293	1317	388	1842	1650	1235	327	8	573	55	567	909	321	185
Macf1	342	270	246	495	698	2150	875	174	3503	3762	1633	1916	3150	2971	2757	2312	1317	3226	2118	2131	2939	3322	2369	1876	768	2115	1425	970
Tug1	332	2347	2210	234	1352	1994	1460	139	636	693	1096	4352	2307	1622	1259	1441	1658	1647	512	74	430	1013	545	126	554	203	585	950
Sdr16c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ell	49	1174	12	0	1282	360	0	149	303	1423	116	219	0	0	19	12	257	389	2125	1349	615	818	747	517	4	149	69	87
Sdr16c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efnb2	615	427	2226	47	931	669	973	630	268	111	639	626	125	437	0	44	164	12	596	0	726	7	132	0	121	14	179	276
Efnb3	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankzf1	357	18	559	25	479	655	0	66	545	108	213	760	31	11	0	396	688	314	1674	8	1246	493	491	74	0	2	53	367
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc9c	0	134	423	60	324	417	181	140	755	0	0	0	126	441	90	11	110	481	174	0	1732	581	351	259	1006	85	131	151
Mogat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Mogat1	13	0	8	25	0	0	0	0	0	0	0	21	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0
Gm6329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crabp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crabp2	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	22	21	0	0	0	0	0	0	0	0	0	0	0
Gm1110	0	0	0	0	0	58	0	0	966	0	143	4	0	4	0	283	0	0	0	0	0	0	0	64	0	0	213	0
Htt	57	512	0	0	6	68	248	0	243	91	0	558	0	0	258	443	3	0	403	4	503	190	38	345	11	299	39	0
Tmem151b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem151a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C030006K11Rik	172	534	191	53	121	295	364	68	708	0	10	274	4	0	0	0	0	202	58	239	0	128	0	179	270	59	0	0
Rsf1	425	1111	89	0	80	130	384	142	1018	0	22	8	1511	1115	267	307	289	1530	461	623	1474	795	663	530	744	582	105	748
Tefm	1268	1077	748	1374	1929	1149	1258	1699	2333	663	1223	529	148	1210	383	197	813	32	5	516	248	449	530	602	25	985	1426	335
Mppe1	680	598	0	780	2314	628	1062	932	430	126	174	516	683	0	462	542	364	272	1900	877	1952	908	147	517	0	276	492	488
D2Wsu81e	0	2217	1459	126	967	843	1048	0	204	121	480	772	1053	1132	9	94	579	4	1063	515	840	1877	876	429	690	1517	1494	0
Bysl	1124	4723	1448	3624	2977	1095	3456	3223	2064	3732	1771	3347	4130	3749	2667	4207	1833	4879	11272	3536	2161	6189	4329	3443	756	3539	2945	3793
Il23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1	7762	11011	6881	9634	10440	9602	10388	3851	25829	14253	11926	17171	6361	9928	8515	7930	11314	17870	10453	13128	16496	13991	9354	10712	9731	8649	14000	15699
Ubtf	423	3313	925	2154	4167	2166	2603	2423	6115	2559	2052	3446	5210	5301	5165	6264	4126	4053	3339	1878	3516	4476	6043	5359	7903	7225	4265	10345
Eif5	28090	18985	12054	18325	40359	21908	37337	17518	52200	25379	20513	34604	53818	84989	61056	54218	50903	109660	57325	51382	25791	55942	49594	43995	40550	45300	41768	37999
Gm216	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il23r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f8	0	16	0	0	535	117	0	0	158	0	97	0	0	0	0	0	0	0	0	111	0	0	0	0	126	0	0	0
Pola2	0	3	0	14	22	165	416	587	0	0	95	0	0	1482	256	579	12	905	663	1223	176	460	748	56	0	584	224	320
Pola1	1075	1880	1682	709	1402	1135	2271	978	3098	1615	1580	978	814	977	2182	1452	385	518	2121	1744	1383	2414	1945	3672	1605	2011	1920	466
1700054K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vta1	1424	42	138	172	790	523	1032	388	2033	1255	499	870	2311	569	1436	1044	776	118	3172	1135	733	821	242	1179	469	1335	1079	602
Sell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selm	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	131	0	112	0	0	0	0	4
Selk	1774	2767	1548	2119	1682	692	1920	574	3208	2571	1022	2198	2520	3678	1479	2165	1134	2336	2566	1367	2390	1722	3553	1183	1888	3011	2167	2293
Sele	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adck4	4	0	1315	464	543	0	1058	370	550	0	432	18	407	653	367	0	28	0	1892	12	1207	418	507	1331	1067	228	881	792
Adck5	0	48	415	0	0	387	0	0	0	0	0	435	244	700	482	573	4	1243	2297	6	0	686	0	0	0	0	776	3
Adck2	55	0	0	0	0	115	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	43	0	0	0	0	0	0
Adck3	63	0	775	0	1175	107	123	0	175	0	235	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	30	0
Adck1	192	0	216	4	25	0	6	304	0	0	224	48	0	0	386	391	0	810	4	129	0	728	4	156	0	78	0	635
Gif	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptrf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	415	0	102	28	0	278	0	149
Selp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam115c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam115a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam115e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5148	401	209	306	448	673	962	1190	188	2301	652	849	972	1588	2137	2188	1717	1597	2160	2465	1939	1385	1046	710	1097	650	2168	1485	1057
4932429P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7420461P10Rik	0	441	0	539	0	37	72	93	0	0	0	74	0	0	0	0	17	0	0	0	0	0	106	64	0	0	4	0
Nsun4	0	0	249	83	0	322	269	78	0	0	278	797	0	0	297	329	5	0	4	0	4	0	4	153	0	58	149	0
Mrs2	0	1207	82	501	494	19	453	8	0	0	70	57	0	1066	248	4	1552	238	419	0	2386	1213	1351	578	6	1641	215	21
Trpm8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R74862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm4	0	0	0	0	0	0	0	0	0	0	4	28	0	66	166	307	336	355	124	0	30	0	0	0	0	32	0	0
Trpm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm6	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm7	1675	68	44	1763	851	485	1063	781	1445	31	390	3051	1007	4	711	740	77	995	2311	883	804	914	685	1254	930	500	540	549
AU015228	835	2303	1040	299	0	107	94	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Trpm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	20	0	0	0	10	0
Rlf	4075	3912	2356	2567	5151	1952	3107	828	928	4235	1700	5235	508	719	2136	1335	958	1440	2035	619	3950	2677	4995	2966	1094	2508	3219	3482
Ncrna00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	4	0	0
Echdc3	0	495	310	65	142	10	28	351	153	104	42	129	0	0	214	0	235	0	0	0	1086	143	0	0	511	0	0	0
Echdc2	1207	696	1022	1410	1317	1468	2271	548	4491	4298	1249	3327	3315	3011	4509	5337	2662	4037	12099	4058	3238	4346	4976	3193	1888	5078	1916	974
Echdc1	90	200	0	0	205	0	0	0	0	2094	0	172	0	414	0	0	0	0	0	0	0	90	156	44	0	140	0	0
Olfr1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001L05Rik	0	0	0	0	547	144	0	0	0	856	0	10	0	0	0	467	0	323	3	7	0	0	0	99	0	58	0	317
Hoxd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Yars2	980	991	1827	47	695	608	53	1143	703	160	384	566	540	740	1540	977	624	1199	1204	1615	1219	1659	2688	1355	2300	2795	545	1302
Jag2	0	0	0	473	0	24	12	0	0	4	68	5	0	120	388	0	0	0	4	0	674	0	0	42	936	0	0	96
Jag1	0	49	0	76	108	34	444	385	80	0	10	0	0	0	8	4	0	0	10	568	0	0	0	47	8	0	0	0
Ntf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntf5	0	0	0	138	0	0	162	0	243	0	0	0	0	0	0	0	0	4	612	0	0	8	145	122	0	0	0	0
Tmem183a	30	102	197	0	956	167	453	601	1194	982	564	2320	967	903	1283	1353	648	730	2125	1663	617	698	1467	988	0	2023	342	144
Arcn1	1184	2240	1972	335	1968	1371	3055	3923	2343	3470	919	1636	2320	2151	1615	1936	1194	2880	3725	2735	7350	6888	4462	4182	4892	1777	2496	2734
Hoxd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	0	4	0	0	0	0	0
Srd5a3	0	70	0	0	635	199	0	665	576	99	133	21	0	0	0	0	81	0	0	0	263	0	115	188	0	0	0	0
Srd5a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srd5a1	0	0	0	374	0	44	0	172	0	281	271	1240	0	0	0	0	232	0	0	439	106	119	0	207	471	8	4	4
Mcrs1	4746	3218	2289	3272	5093	2455	2737	4197	12158	4614	3475	6371	6178	5152	6622	6044	2476	789	13010	4707	3785	6285	4193	4346	1468	8545	3671	3202
4930467E23Rik	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	9	0	0	0	0	2	0	0	0	0	0	40
Marf1	905	707	1441	673	1194	1023	909	1253	421	325	417	368	521	538	581	272	439	304	0	61	968	383	178	25	0	973	0	40
1700027F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan14	755	2883	932	1104	1046	634	2450	32	1929	521	807	959	648	182	96	453	437	1858	4	1081	913	682	347	467	1742	760	44	789
Zkscan17	0	0	0	0	0	63	0	0	0	129	104	1407	0	0	0	0	0	0	0	0	0	0	0	0	4	0	288	8
Zkscan16	0	0	0	0	0	0	0	0	14	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp27b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
Tifa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limk2	0	507	443	0	30	102	223	173	468	129	0	903	42	0	4	0	813	4	8	548	0	145	215	109	23	9	660	0
Limk1	32	0	0	15	0	11	148	0	236	4	49	76	0	0	31	10	0	0	5	0	487	15	0	0	485	9	0	0
Oxct2a	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxct2b	0	0	0	0	0	0	0	0	0	0	0	105	0	0	47	0	0	2	0	0	0	0	0	0	0	0	0	0
5330411J11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0
Spock1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spock2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	147	0	0	0	0
Spock3	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sapcd1	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sapcd2	4169	2524	2029	2068	2837	1853	2776	2147	2812	4470	2824	3008	6098	8989	3301	5107	4037	4094	17239	4280	6927	8742	4099	5230	3639	12127	4651	6604
Tspo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip8	552	415	379	0	172	164	0	227	134	404	133	0	15	0	0	5	8	0	0	936	0	0	0	0	0	0	0	0
Tnfaip6	0	0	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip1	459	0	0	4	380	316	789	609	345	93	284	454	1102	2056	376	320	240	84	6	1141	1515	1000	1071	693	951	4	692	461
Tnfaip3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	92	0	4
Tnfaip2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
Actc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1653	0	0	0	0	0	311	0	0	0	0	0	554	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Cgref1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	280	83	354	4	667	468	0
