mES_Serum_r1	mES_Serum_r2	mES_2i_r1	mES_2i_r2	mES_2i3p_r1	mES_2i3p_r2
Cct5	286.67	411.956	299.925	309.841	267.329	4.13055
BC030476	0.0484384	0.0592207	0	0	0.0843109	0
Hrsp12	21.6748	14.7019	38.1069	38.2122	14.6367	16.0044
Nipal2	0.145019	0.00774224	0	0.106483	0.0220652	0.0346668
Kcns2	0.0757849	0.0533116	0	0	0.0759569	0.0301856
Osr2	0.0699958	4.19441	0.16113	0.880036	12.1844	9.70734
Stk3	9.00889	1.6432	9.73033	11.0291	0.607112	0.503487
Pop1	16.2207	0.0923842	19.7152	20.9134	24.931	23.7481
Rgs22	0.16563	0.202995	0.12686	0.288766	3.16559	2.81221
Fbxo43	0.19187	3.81156	0.125963	0.116326	0	0
Polr2k	37.2895	0	1.1215	3.49779	0	0
Spag1	1.01071	0	42.5789	0	0.0723096	0
Vps13b	5.62047	233.316	5.72663	0	629.399	0.0329915
Mir599	0	40.0453	11.053	352.532	76.2886	1.08354
Mir875	0	2.19791	370.586	1.10044	0.0239336	51.3127
Rnf19a	6.46963	26.2493	0.291161	46.913	31.8078	5.57164
Cox6c	278.606	5.46412	3.16192	5.32518	5.09318	0
Snx31	0.633173	0.258227	0	0.17754	1.06386	10.2322
Ankrd46	12.9404	12.985	0	12.7254	303.421	348.982
Gm12191	736.406	502.329	903.728	816.052	0.0735443	774.33
Rpl30	90.0362	64.8565	92.1998	75.3572	10.1392	96.8868
Ncald	0.220549	10.7898	1.67791	1.5867	0	0.237976
Grhl2	4.86939	0.0600132	0.225191	0.265397	0.367507	0.078088
Zfp706	27.7848	31.2758	31.6602	138.109	37.5919	35.4329
Rrm2b	3.04604	186.602	126.717	33.8765	2.89516	2.62047
Ywhaz	135.697	0.978471	1.73554	2.10595	172.167	162.735
Odf1	0	872.935	0	0	0.101161	0
Klf10	73.9135	0	37.0764	34.5652	25.0607	23.537
Baalc	0.0996889	24.1391	0	0	0.0433695	0.119335
Cthrc1	7.82456	1.15237	1.43132	17.4514	0.898707	0.744068
Atp6v1c1	25.0407	0.0761621	3.55788	5.28399	28.7746	3.94455
Fzd6	2.76169	3.04323	22.1223	3.38879	19.1548	25.6947
Slc25a32	5.29204	21.9827	14.8856	25.0884	3.51461	17.8124
Pabpc1	812.263	4.52969	2.73284	2.22476	3.74381	3.71031
Dcaf13	43.5566	18.3286	0	1067	45.6545	40.041
Azin1	27.6013	39.2924	40.7038	47.3997	0.20458	0
Dcstamp	0	2.559	2.28714	2.60004	2.51446	2.29193
Rims2	3.2887	3.05265	2.04618	0	3.21714	3.3486
Dpys	1.59264	2.20299	1.18762	0.092788	3.96694	3.63789
Lrp12	2.14908	0.526206	0.454919	1.85532	1.74985	1.05144
Zfpm2	0.638099	0.0179698	0	1.7196	0	0
Abra	0	0	0	43.9765	0.35521	0.810237
Angpt1	0.0542382	0.0332388	0.154004	0	0.876778	0.400577
Rspo2	0.167516	0.235938	12.1	0	14.8086	12.8244
Tmem74	0.166467	11.8018	43.278	0.0705359	0	0
Oxr1	15.1716	0	0.191712	14.656	0	27.3341
Trhr	0	0.278706	0	0.348228	24.2785	0.199763
Emc2	32.09	20.3282	35.5816	37.5121	3.69844	183.826
Pkhd1l1	0.0167254	0.00770434	0	0	0	969.415
Ebag9	7.37395	124.546	0	201.402	0	60.5756
A930017M01Rik	0.0333963	0.00749707	0	0	0.0213672	0
Kcnv1	0	0	6.9709	0	0	0
Sybu	0.0386703	5.7691	0	0	0.0337062	0
2310069G16Rik	0	0	1008.63	0	0	4.37606
4930523O13Rik	0	0.0136121	0	6.33712	12.2161	0
Csmd3	0.00817792	0.0350815	193.246	0	10.0417	0.0429977
Nudcd1	18.0316	10.6581	0.177804	0	0.00716241	0
Eny2	9.10907	13.3743	0	13.2102	65.6995	0.00975972
Gm19303	0	0	0	11.8709	179.275	0
Eif3e	189.721	0	12.554	0	948.404	13.1741
Trps1	2.02394	96.2592	11.9042	0	0	10.2988
Mir1907	0	2.16678	1.17984	1.41723	3.29605	2.97911
Utp23	4.64943	0	0	0	0	0
Eif3h	220.754	7.26848	5.34424	5.46164	4.28891	3.89283
Aard	2.4006	5.64337	1.48926	1.73627	207.765	185.139
Slc30a8	0	257.76	0	0	1.11727	1.10873
Ubr5	90.8697	0	249.217	285.239	0	0
Rad21	81.4755	80.1223	65.5122	68.2988	30.7995	86.8374
Med30	32.1822	31.6306	7.41063	38.285	0	26.9165
Tnfrsf11b	0.442398	0.725964	40.4991	0.169199	0.872424	0.175268
Colec10	0	0.535696	2.35043	0	1.57709	0
Samd12	0.872318	0	0	0.905155	0.142524	1.25086
Nov	0.146058	0.775623	0.0924622	1.37619	88.8923	2.85552
Ext1	14.5102	0.48332	0.895772	7.74036	15.5862	0.19568
Mal2	3.39413	5.00058	0.285395	0.920701	2.24557	13.4924
Enpp2	8.05885	21.5558	1.50427	0.436852	0.241333	0.537647
Dscc1	8.79685	6.71399	8.37355	8.78694	9.0038	6.77603
Col14a1	0	0.0773159	0	11.8235	14.2269	12.6443
Taf2	16.3875	15.4868	10.4847	0.0708982	0.661269	0.521654
Gm9920	0.58074	0.207826	0	0.301308	0.133958	0.525068
Deptor	7.63132	9.66749	1.95006	3.7104	7.73892	5.33443
Mrpl13	64.2235	75.0436	71.5337	80.4945	49.6691	56.1835
Mtbp	14.6048	9.23516	9.34341	9.76911	11.453	9.55967
Sntb1	1.13417	1.33623	0	0.79383	1.50276	0.711384
Slc22a22	0	0	0.91109	0	0	0
Zhx2	1.15813	0.594152	0.925504	0.902068	0.505798	0.120335
Has2	7.19887	4.7627	11.4164	2.51935	1.52074	1.21118
Has2as	2.08975e-08	4.81965e-07	2.32876	0	0	0
Fam83a	0.0559702	0.0769149	0	13.7878	0	0
Derl1	12.4763	6.96617	0	0	18.3891	15.3754
Wdr67	9.18278	15.7995	9.80872	38.0121	7.5365	7.44867
9130401M01Rik	20.0207	1.93605	29.582	8.95261	24.9085	26.1185
Zhx1	2.47223	48.5971	1.1852	0.906593	2.70556	2.70955
Klhl38	0	0	0	0	0	5.55101
Wdyhv1	3.5844	0.258169	0	5.32003	0	0
Anxa13	0	0	0.143137	0	5.54229	0
Fbxo32	1.13745	4.84635	5.4342	0.460333	0.490707	0.130239
Trmt12	0.561219	18.207	0.859668	28.8824	34.2331	32.1034
Tmem65	7.35874	4.85623	7.08711	16.4245	1.40026	1.69267
Atad2	43.2242	2.07187	26.6352	0.506828	7.27503	7.92049
D15Ertd621e	21.6565	3.6882	13.5261	6.75254	21.8636	21.4591
Ndufb9	59.1218	3.84232	91.5951	6.40745	6.01908	6.35741
Rnf139	6.96712	18.7019	6.34469	7.40771	5.02887	3.71041
Tatdn1	4.81711	112.455	4.39772	93.7719	116.322	89.491
Sqle	22.9375	26.4057	13.6642	14.5497	26.6578	25.5035
Gm19510	0	43.5287	50.5509	56.1526	60.2417	0
4933412E24Rik	0	23.0573	0	0	0	61.6552
Mtss1	35.3804	0	2.65147	0	0	0
Trib1	5.0004	0.0193989	29.6388	3.1839	5.54167	4.03875
Nsmce2	35.5628	28.1508	0	0	41.1001	0
A1bg	0	13.0652	0	60.3575	0	0
D030024E09Rik	0	0	0	31.3836	0	49.0012
Fam84b	4.83793	0	51.0161	0	0	36.1292
9930014A18Rik	0.403185	1.3545	0	0	2.5294	0
E430025E21Rik	31.0016	0.192347	0	0	0.227939	2.38626
Gsdmc2	0	0	0	0	36.4208	0.177369
1700065I16Rik	0	0	0	2.7194	10.265	0
Gsdmc	0	0	0	2.34747	2.33075	0.134133
Myc	14.0973	0	0	0.0969894	0	9.75838
Pvt1	2.01403	0	0	0	0	0
H2afy3	0.0617075	2.45455	1.89776	0	0	0
Gsdmcl1	0	1.13931	0.186243	0	0	0
Gsdmc3	0	0	2.86972	0	0	0
Gsdmcl-ps	0	0	0.505045	1.46422	0	2.62757
Gsdmc4	0.0560002	36.3929	0	0	0.0486786	0.0369665
Adcy8	0.0434141	0.0465892	0	0	0	42.0653
Asap1	9.92684	24.5505	29.4628	8.74414	15.2781	0.0259314
Fam49b	29.5711	0.0201516	8.92409	32.6073	42.7078	14.4677
Oc90	0	12.1273	0	0	0	0
Hhla1	0	12.1464	0	0.330816	0	0.079181
Tmem71	0	0	0	0	0.0342622	0
Kcnq3	0.235874	0.0342025	0.27113	0	26.4688	0.134133
Lrrc6	0.224001	0.204487	0	0	0	0
Phf20l1	3.00135	0	1.00083	2.90979	0	0
Wisp1	1.69913	1.85163	2.86898	1.46983	2.69627	2.13102
1700012I11Rik	0	1.32245	18.2033	21.1317	0.0445966	0.0456246
Ndrg1	4.44195	0.0156402	0.0292526	0	0.0756286	0.0519437
Tg	0	0.013277	0	0	0	0.44917
Sla	0.0434135	0	0	0.396643	0.559004	7.60696
St3gal1	0.601725	0.888185	0.302334	6.75148	12.7744	9.13414
Efr3a	18.9935	6.67007	6.20798	0	10.0282	26.3197
Zfat	2.55089	2.7911	1.54222	2.10237	0	1.75
Mir30b	0	0	0	0	0	0
Mir30d	0	0	0	0	1.90776	0
Gm19782	0	15.6062	0	0	0	0
Fam135b	0	0	0	0	8.99065	0
Khdrbs3	19.5838	0.0145635	0	14.1285	0.0207541	8.29491
Col22a1	0.221378	0	0.284736	0	0	0
Kcnk9	0	0.184711	18.2277	0.224176	0.0154877	0.0211506
Chrac1	12.488	26.4103	18.6106	19.7305	16.1516	18.2497
Trappc9	7.32905	9.65953	10.2768	10.9739	9.48009	9.47499
Peg13	0.534011	0.775814	6.05846	1.04249	0.628883	0.638003
Ago2	16.7622	1.45903	0.373374	7.07988	0.396093	21.8677
Dennd3	0.679709	18.4994	0.99358	0.391575	0.330759	0.492072
Gpr20	0.271721	29.2796	0.50006	0.570527	27.0625	0.0650755
Mroh5	0	0.614154	8.96335	0	0	15.0551
Slc45a4	8.67488	20.9039	14.4328	11.2089	18.0096	0
Ptp4a3	4.06892	0	0	14.7356	14.1637	12.8528
Ptk2	20.0316	11.7299	0	0.0661341	1.06634	3.92208
Mroh4	0.0628077	2.35111	1.08017	0.734979	5.81737	0.0375419
Arc	1.95239	0	0	0	0	0.790473
Psca	0	9.71881	0	8.01813	0	0
Bai1	1.21931	0.0384711	0.579433	0	4.26905	0
2300005B03Rik	0	0	7.11297	8.9151	11.8836	7.44535
Lypd2	0.374159	0	0	0	0	0
Slurp1	0	0	0	0	0	0.196804
Them6	4.9313	0	0	4.47073	0.0548074	0
Lynx1	0.448297	3.73487	0	0.590308	0	0.636247
Jrk	1.10354	0.0317911	6.59929	0	0	0
4933427E11Rik	0	0	0.860023	0.997495	1.58494	2.76136
D730001G18Rik	0	0	0	0	0.0903196	1.27102
Ly6k	0.748897	0.225237	3.02875	0	0	0.125838
Gml	0	13.3617	0	0	1.02743	0
Ly6d	0.219351	0	0	0	0	0
Hemt1	0	0	0	0	0	0.226405
Cyp11b2	0	0.442873	0	0	0	0
Cyp11b1	0	0.72109	0	0.386481	0	0
2010109I03Rik	0	0	0	0	0	0
Ly6i	0	0.0475736	0	4.58429	0	0
Ly6a	2.0456	0.200985	0	0	2.23106	31.2945
Ly6f	0	0	1.28429	0	0.506914	1.7441
Ly6c1	0.166669	0	4.33543	0	0	0
Ly6c2	0	3.64716	0	0	30.4721	0
Gpihbp1	0	0.0536808	0.137462	0	0	0.287297
9030619P08Rik	0	0	0	0	0	0
Ly6h	0.45842	1.01511	0	0	0	0.0621304
Top1mt	5.17046	7.66519	3.99336	6.66391	0.104025	0
Mafa	1.32978	5.42251	0.278901	0.544937	1.89339	1.49279
Rhpn1	0.518938	0.988436	7.02435	4.02923	0.0902598	0
Zfp41	5.08575	5.07553	0.596785	0.754997	5.05774	4.11681
Gsdmd	1.07263	42.9867	1.23443	0.983714	11.961	1.52669
Zc3h3	5.66566	1.53344	6.31823	6.14053	2.87559	8.01669
Naprt1	7.43517	19.3695	4.31348	36.7384	2.26877	2.09617
Ly6e	22.1484	11.1916	35.5947	3.40734	0.498792	0.354626
Tigd5	0.388165	0.797996	0.209818	0.336969	13.9054	13.0252
Pycrl	9.83605	29.1287	12.0734	12.4854	28.2568	60.6963
Tsta3	23.5531	7.0462	0	25.493	5.21685	6.01271
Zfp707	3.26829	0.931231	0.437893	5.03805	73.6973	0.365554
Mapk15	0.488196	4.72565	25.6012	3.42631	3.1205	3.21182
Zfp623	10.2328	41.0158	4.02791	0.512086	1.66886	30.1219
Ccdc166	2.20685	3.14324	1.50441	0.843311	0.636051	1.44419
Fam83h	3.95091	9.07715	2.39453	2.88237	3.20165	1.91146
Eef1d	83.6088	235.649	115.761	136.177	113.616	99.5275
Scrib	12.039	2.89038	13.0372	13.1309	1.11874	12.8315
Nrbp2	3.44188	37.1868	0.258129	1.83281	18.0625	0.76888
Eppk1	0.696208	1.7701	0	0.289228	1.71299	0.942719
BC024139	0	0.0264159	1.58298	0	0	0
Puf60	53.1314	109.365	2.26867	68.7369	58.0376	53.8569
Parp10	2.0319	2.31343	0.173328	2.72285	0.0652385	0
Spatc1	0.0752777	0.0229364	18.0916	0	6.12306	5.51931
Grina	20.2488	15.1948	58.0836	22.6964	21.122	15.7035
Smpd5	0.156314	0.207081	0.29957	11.0111	0.169476	11.2899
Oplah	0.602251	1.91005	0.961088	4.85233e-08	1.89898	4.27363e-09
Gpaa1	7.75914	25.5221	6.3473	1.46873	11.4383	1.16641
Exosc4	6.98102	21.0759	9.33464	8.08226	12.4046	11.1561
Sharpin	7.58299	13.5998	6.02997	7.22361	8.88361	7.60268
Cyc1	76.4924	0.0490527	5.63555	114.968	0	0.193273
Tssk5	0	22.1821	0	0	6.79841	4.72305
Fam203a	9.02025	250.826	95.0804	4.76296	108.439	101.584
Maf1	25.3675	46.5228	15.0132	14.0928	22.1682	20.2678
Scrt1	0.0827716	8.08167	3.59748	4.55771	5.06054	10.4991
Dgat1	3.73738	29.9333	0.0633966	0	13.3673	0.0329741
Hsf1	14.338	0.185981	10.6061	10.8424	2.23862	4.38486
Slc52a2	2.27484	10.0894	11.3524	10.3862	0.0240906	2.06641
Fbxl6	14.1015	27.4136	2.22774	1.41748	15.0167	10.8796
Mroh1	7.02555	8.82552	7.71406	8.39074	8.40687	7.39504
Bop1	17.877	83.3691	23.0395	25.6415	32.8196	26.8355
Scx	1.02195	0.82665	1.30943	0.946441	0.391287	0.136567
Slc39a4	6.66225	11.7356	10.2962	11.9157	9.77872	8.03882
Vps28	23.0094	41.6246	24.1499	2.73983	30.7068	26.6312
Tonsl	8.15737	18.857	6.74976	0	11.4663	7.22974
Cyhr1	11.1453	25.1441	2.88572	28.4502	12.6905	3.16414
Kifc2	3.21806	6.22778	0	8.95443	3.35188	9.9048
Gpt	1.2953	47.0434	11.898	18.8952	22.4413	21.016
Ppp1r16a	2.69532	8.04605	16.9987	3.01029	1.1238	1.06235
Foxh1	27.5962	49.7182	2.30128	14.6979	9.46587	6.91813
Lrrc14	3.85794	2.32838	3.09874	1.42888	5.25526	3.88931
Mfsd3	1.30684	15.1167	0.941536	4.02194	8.45059	6.6849
Recql4	4.4233	9.94273	5.95715	3.09239	26.7159	22.2757
Adck5	3.9126	0.359271	23.5616	5.31354	1.86518	1.57952
Cpsf1	25.3758	7.79719	2.80217	21.1939	8.11199	5.34641
Lrrc24	0	2.24016	1.25464	2.54964	0.376681	2.78067
C030006K11Rik	3.88346	12.7562	5.50493	0.389925	2.2742	0.222721
Zfp251	2.9632	4.65441	2.56291	1.91785	2.89139	2.99991
Arhgap39	5.11157	10.7376	0.142589	0.83871	4.54056	4.54998
Commd5	6.80979	19.1667	0.62399	5.09042	18.2332	16.5653
Zfp7	20.1002	0	5.00719	3.68809	24.1407	23.9723
Plec	6.22877	26.4679	16.684	15.5413	1.59473	9.83619
Mir1942	0	27.7989	10.4796	17.5173	17.5695	0
1110038F14Rik	9.54987	31.0473	3.01257	3.19068	0.119127	2.57165
Zfp647	4.71485	3.74113	15.697	12.9251	1.23545	13.2142
Mb	0.372999	0.42079	0	0	0	0
Apol6	0.0498207	0.903526	0.191207	0.288343	0	0.803212
Apol7a	0	0.631921	0.320519	0.104669	0	0
Apol7b	0	0.0307969	0	0	0	0
1700025B11Rik	0	0.0900666	0	0	2.26302	0
Apol11a	0	0	0	0.34737	0	0
Apol7c	0	0	0.0598316	0.120107	0.503782	0
Apol10b	0	0.0116483	0	0	0	0
Apol9a	0.913387	0	0	0	0	0
Apol10a	0	0	0	0	0	1.84338
Gm8221	0	0	0	0.170709	0	0
Apol11b	0	0	0.187919	0.676058	0	0.0603175
Apol7e	0	0.413101	0.0598316	0	0.905246	0
Apol9b	0.326448	0.0582784	0	0	14.039	1.02101
Apol8	0.0644805	0.819979	0.296796	0	0	0.231813
Rbfox2	14.4186	27.317	8.01886	8.5623	19.7904	1081.06
Rpl8	987.264	2063.67	1025.14	49.1246	44.1921	34.978
Txn2	32.8415	7.12652	39.767	4.07171	1149.48	4.099
Foxred2	5.32942	109.005	3.2053	1119.33	4.9906	18.1942
Cacng2	0	0	0	0	0	0
Pvalb	0	0.0257009	0.0546238	0	0	0
Csf2rb	0.0460276	0.0145767	0	58.8077	9.89372	9.77011
Ift27	6.54282	0	0	0	0.0415456	0.0284079
Ncf4	0	0	7.85271	10.6107	0.0201089	0.10134
Csf2rb2	0	0.0282207	0	0	0.0730753	0
Tex33	0	9.89545	0	0	0	7.84979
Tst	3.67961	13.9044	5.47636	0	6.84567	0
Il2rb	0	12.9583	0	3.95476	7.38197	4.56997
Mpst	6.29713	0	0.0853092	0	0.0367574	5.83356
Tmprss6	0	0.159015	8.05841	0	0	0
Elfn2	0.112692	0.0430632	0.120205	0	1.26186	0.387314
Kctd17	8.31524	0.0258124	0.0647979	7.25352	0	1.42029
Sstr3	0.0563992	0.479065	0.0970145	9.36539	2.52355	59.3663
Rac2	0.111335	17.9192	6.38248	0	7.27108	1.9959
C1qtnf6	0.662216	0.0621885	0.0934325	0.085481	134.353	2.31532
Cyth4	0.243836	0.273521	0.103553	0.995525	0	0.0337035
Mfng	2.39167	4.45664	2.08272	0.0475187	0.0708226	0.145846
Eif3d	122.839	1.65063	59.7887	157.56	0.505013	0
Card10	6.89112	0.0823882	129.651	1.62651	1.21431	0
Cdc42ep1	0.809733	4.80117	6.07662	6.11431	0	0.699809
Lgals2	0	115.476	10.0736	11.4883	2.89905	0
Pdxp	5.09824	203.971	0.31033	0.378276	76.4158	120.767
Sh3bp1	4.59614	24.1533	0.642347	0	14.3759	11.5036
Gga1	11.1785	15.5608	10.2908	13.8098	9.21619	7.72138
Lgals1	73.7639	22.2014	8.08988	8.73122	27.7241	22.5113
Myh9	86.2417	137.168	16.3881	13.0935	15.4458	12.41
Nol12	10.0069	20.3598	123.928	117.002	119.729	117.635
H1f0	19.2791	15.9002	11.3759	13.4648	14.6654	13.6544
Ankrd54	4.78275	16.2451	4.05502	3.56369	6.39333	4.44893
Triobp	16.5084	27.3624	23.1502	19.3765	28.3768	19.8249
Gcat	11.787	33.3063	0	21.8134	35.0063	32.7466
Galr3	0	0.123388	15.9069	0	2.74611e-183	0
Gm10863	0	3.74015	0	1.33725	0	0
Sox10	0.251445	5.48479e-07	0.0963535	0.7975	1.27698	0.810533
Micall1	3.0064	0.153826	1.26207	0	0.407103	0.000711565
1700088E04Rik	1.87456e-07	0.403478	0.00039143	0	0.109527	69.5357
Polr2f	67.1042	215.118	88.1251	96.7455	89.9115	0.0675016
Slc16a8	0	0.141771	0.152832	0.473244	0.0979802	0.238754
Baiap2l2	0.507256	0.481907	8.33693	0.278411	0.115252	0.0501373
Pick1	11.3728	26.3272	174.885	9.72158	8.44328	6.68846
Maff	6.56948	12.6876	6.68636	9.27432	4.18309	2.21566
Eif3l	154.488	19.0961	0.259335	21.1099	1.12765	10.027
Kcnj4	1.45896	64.6052	3.97772	2.7231	7.60809	0
Tmem184b	6.42297	23.6755	7.73977	6.86587	12.6579	5.35337
Mir1943	0	254.8	9.3315	190.473	0	0.647047
Csnk1e	20.238	1.33692	0	11.421	16.2712	13.6309
Pla2g6	12.4083	29.0959	18.7252	0	206.92	195.566
Fam227a	0.26537	0.116245	4.0189	0.0444125	1.33526	1.458
Dmc1	6.2473	4.83589	10.6731	4.225	0.055225	0.0691859
Cby1	10.8741	24.2766	0.0967596	13.0133	12.5528	8.62748
Tomm22	52.7306	115.401	77.2545	90.3058	10.9183	75.0086
Josd1	11.2635	17.265	0.0927108	11.0256	92.4096	10.346
Gtpbp1	17.0386	0.0680754	10.7484	6.59559	18.2509	0
Gm16576	0.141264	13.639	11.5665	13.505	3.86855	4.38077
Dnal4	5.80787	36.0278	4.20426	0.127682	0.105847	14.3935
Sun2	4.37224	5.73765	2.2795	1.78269	6.60729	3.441
Nptxr	0.526653	1.51659	0.733043	0.64619	0.187374	0.22815
Npcd	2.28207	1.88053	1.09598	28.278	0.372994	0.309823
Cbx6	11.3994	18.0664	6.00459	0.912875	14.7014	10.7982
Pdgfb	1.80434	0.267121	0.882531	1.21693	0.568877	0.413257
D730005E14Rik	0.185874	40.1128	26.9459	6.21143	35.8518	36.6361
Apobec3	25.927	1.19828	0.0712967	0.195428	0.404669	0.259436
Cbx7	45.0506	10.8584	28.4983	31.7895	54.5028	50.8947
Kdelr3	10.7323	129	7.03535	8.5743	11.9254	10.0549
Ddx17	84.3345	77.8703	60.8048	66.7254	79.3305	73.6288
Tab1	3.77608	24.5445	4.78323	17.4569	2.92196	2.47402
Mgat3	2.09424	6.1666	19.7413	1.24012	2.77546	1.98173
Syngr1	20.8798	3.77973	0.756823	3.9724	39.1713	43.4529
Smcr7l	11.3938	19.633	5.77788	7.07156	14.0727	12.6607
Grap2	0	0.0134261	0	0	0.019143	0
Cacna1i	0.0328001	62.0606	0	0.046172	37.1475	35.5011
Enthd1	0.0552324	0.0168683	0.77968	29.8791	0.134985	0
Rps19bp1	26.8463	0.0118472	0.267014	0.081457	0.032853	0.135218
Fam83f	0.829088	0.79579	23.5705	0.951587	0	0
Atf4	199.449	127.838	132.885	146.828	3.32411	150.37
Mchr1	0.0530236	4.49708	1.82752	1.97434	183.351	2.69657
Adsl	44.0711	0	0	0	43.9585	41.0417
4930483J18Rik	0.118967	0.0323959	0.12197	57.777	0	0
Tnrc6b	4.89779	77.5672	5.19039	0	0.102402	0
Slc25a17	15.6024	22.4056	3.41939	5.38461	18.0275	3.87065
Sgsm3	4.85449	11.4649	56.0645	4.09896	4.8389	4.45963
Mkl1	5.47388	13.684	20.573	26.1181	6.44405	19.2695
Xpnpep3	3.88147	6.3149	1.91174	1211.19	5.19889	913.348
Dnajb7	0	0.098085	0	0	0.0928765	0
Rbx1	28.4853	42.9885	45.6721	0	40.6359	0
St13	212.063	232.036	11.0463	2.40742	189.642	5.7601
Rpl3	1234.51	1100.4	1129.25	0	995.376	0.12949
Snord83b	0	674.37	0	41.0985	0	195.674
Snord43	0	0	0	275.675	0	44.0895
Ep300	24.188	28.5774	258.813	11.2699	18.9902	16.1443
L3mbtl2	23.9684	58.5714	21.2559	22.5575	41.6383	32.0039
Chadl	0.718529	0.337223	0.826125	0.758301	0.469256	0.161216
Tob2	3.74049	6.48312	10.6797	11.8474	9.96713	16.0499
Tef	3.58645	7.76776	7.046	9.282	7.94418	6.24226
Zc3h7b	13.5572	29.7777	6.74852	56.9548	18.5437	7.18572
Phf5a	20.811	64.2273	50.9634	7.12012	32.2224	28.1946
Rangap1	63.0496	118.647	21.3508	28.6021	67.1905	51.6885
Csdc2	0.920255	0.745592	0.317433	0.483581	0.200298	0.165196
1700029P11Rik	5.16967	8.53081	2.68452	80.6279	5.88667	73.2082
Aco2	66.7375	156.212	75.1203	6.42685	88.1967	5.44668
Polr3h	8.69513	22.184	4.83533	3.49398	12.4495	10.5627
Pmm1	76.2597	122.705	105.253	117.556	72.6454	64.7029
Desi1	12.9438	19.6107	11.3595	12.949	7.38241	6.37519
Xrcc6	36.065	39.6458	34.8871	36.4693	23.6353	22.4531
4930407I10Rik	0	0	0	0	0	0
Ccdc134	2.17332	0.28037	0.0637159	0.116847	3.28059	0
Mei1	0.166376	7.05505	3.02643	2.52089	0	1.64402
Nhp2l1	130.347	172.467	161.16	170.785	160.963	161.12
AI848285	1.76941	5.74538	3.45601	0.778935	1.41757	0.84193
Tnfrsf13c	0.680788	0.47217	0.996939	2.4854	0.214994	0.148305
1500009C09Rik	0.156517	0.429055	0.545771	0.982873	0.203371	0.187754
Wbp2nl	0.663871	44.6648	17.3115	19.6345	0.992725	0.341717
Cenpm	13.2159	1.35504	3.80868	4.44827	20.9566	0.544517
Sept3	6.50396	4.49471	1.09277	0.990478	0.655524	0.858774
Fam109b	0.786178	1.29107	9.7391	45.8681	0.432607	17.8032
Naga	8.62888	3.57382	0.475667	0	6.90528	6.4061
Smdt1	29.0106	110.736	36.6536	10.4727	38.5742	36.0066
Cyp2d9	0	0.125539	0	0.522156	0.142858	0.0490355
Srebf2	34.5511	0	0	39.0941	0	42.7185
Mir33	0	97.3633	0	0.431067	54.4885	0
Cyp2d22	0.615524	0	0	0	0	0
Cyp2d12	0	0	0.282716	137.688	0	100.818
Ndufa6	99.5926	0	0	0	0	0
Cyp2d34	0	0	42.313	0	0	0
Cyp2d13	0	0	0	0	0	0
Cyp2d40	0	0.066903	0	0	0	0
Cyp2d37-ps	0	73.0449	0	0	96.3558	0
Cyp2d26	0	0	119.344	0	0	0.0877453
Nfam1	0.123451	0.251766	0.567655	0.432749	0.107561	0.0492285
Rnu12	33.0135	29.8524	63.332	0	4.65668	2.90367
Serhl	3.77555	0.0960432	3.69579	6.55986	43.6834	35.9994
Rrp7a	23.7154	0.98551	26.5732	32.9157	0	0
Poldip3	27.0884	0	20.9389	27.6036	18.9083	34.6598
Cyb5r3	41.8647	5.62303	43.7822	16.7042	0.0236077	17.3064
A4galt	5.83355	74.5528	16.7456	0	0.299852	0.0322082
Arfgap3	3.48506	69.1444	0	0.241776	46.4553	0.279239
Tcf20	22.083	3.66375	0	48.1684	5.72919	63.0945
Tbrg3	0	6.81418	4.30721	4.94622	14.0735	4.58696
Gm20324	0.116067	5.26115	2.32711	15.4244	5.25262	14.1896
1700001L05Rik	3.99847	90.2671	14.4468	2.74806	71.5608	4.27835
Bik	1.29233	9.09488	5.82876	0	0.123128	0.173083
Ttll1	6.39018	1.6928	7.75036	6.9729	3.71928	3.60744
Mcat	7.29716	16.1962	1.65804	6.54097	19.653	6.57615
Tspo	9.6192	23.3567	14.6964	15.1915	8.34072	22.6324
Scube1	0.082581	0.164735	0.0791574	0.203359	0	0.0328648
Mpped1	0.172197	0.379573	6.88451	19.6747	0	0.0411801
Efcab6	0.116756	0.0293724	0.221245	0.0724984	0.0602188	0
Pnpla5	0	30.3586	0	0.0460276	12.7772	2.54279
Ttll12	9.42477	0.448829	10.8288	12.2219	0	10.2444
Sult4a1	10.9118	32.0558	0.110525	0	4.118	0
Pnpla3	0.188925	0.043138	0.651048	7.40633	26.3315	23.2274
Pacsin2	20.6461	26.6966	18.4811	0.547613	1.21734	0.818247
1810041L15Rik	0.110193	0.0675988	0.0985983	6.1295	0.032118	0.0438682
Parvg	0.128687	0.170584	0.971197	1.15302	0.673346	0.102636
Ldoc1l	1.59141	2.88847	0.168731	7.04391	0.0747198	0.445677
Parvb	8.88022	22.3123	5.64959	82.5458	8.32685	6.13221
Prr5	4.71578	20.6059	4.96382	0.154966	6.39292	5.2642
Samm50	70.5502	3.52061	1.30169	0.0901712	0.176644	1.0017
Phf21b	1.6205	0.0310852	70.7174	1.1377	4.86377	0
Gm20556	0	14.1468	0	0	1.17866	2.79166
Arhgap8	10.8777	167.423	8.86945	24.8799	107.196	87.8171
Upk3a	0	0	0	0	0	0
5031439G07Rik	5.02161	9.71125	0.943485	11.5465	0.09561	4.85622
